id,doc_id,article_number,lang,text,keyword_label,top_scores,label,truncated,note_revision
335,BO_7470_Fr,34,fr,"Le titulaire de l'autorisation de ferme
aquacole peut effectuer la récupération des espèces évadées,
objet de la déclaration, visée à l'article 33 ci-dessus dans
les espaces occupés par les installations et équipements de
la ferme aquacole et dans la zone de protection accordée à
ladite ferme, par tout moyen approprié utilisé par le titulaire
de l'autorisation de ferme aquacole ou sous sa responsabilité.
L'autorisation est transmise par l'Agence au demandeur,
par tout moyen faisant preuve de la réception, y compris par
voie électronique, dans un délai maximum de soixante (60)
jours, à compter de la date de dépôt de la demande, sous
réserve de la suspension du délai sus indiqué.",Environnement,"Environnement=3, Social=1, Fiscal=0",Environnement,False,
336,BO_7470_Fr,35,fr,"Le titulaire de l'autorisation de la ferme
aquacole concernée doit déclarer les espèces récupérées au
service compétent du département de la pêche maritime et à
l'Agence dans un délai n'excédant pas 24 heures, à compter
de la date de leur récupération.
En cas de non faisabilité du projet ou en cas d'avis
défavorable de l'INRH, la demande est rejetée.
Tout rejet de la demande doit être motivé et notifié au
demandeur par tout moyen faisant preuve de la réception, y
compris par voie électronique, dans le même délai indiqué au
quatrième alinéa ci-dessus.
En outre, un rapport relatant l'évènement et les mesures
de récupération prises, ainsi que leur résultat doit être adressé
par le titulaire de l'autorisation de ferme aquacole, au service
compétent du département de la pêche maritime et à l'Agence
dans un délai maximum de trente (30) jours à compter de
la date de l'évasion. Ledit rapport est établi selon le modèle
fourni par l'Agence et disponible sur son site web.",Environnement,"Environnement=2, Fiscal=0, Social=0",Environnement,False,
337,BO_7470_Fr,38,fr,"L'autorisation d'activité de recherche
scientifique aquacole et l'autorisation d'activité d'aquaculture
expérimentale sont établies selon les modèles fixés par arrêté
de l'autorité gouvernementale chargée de la pêche maritime.
Les informations relatives à l'évasion et à la récupération
des espèces aquacoles, visées aux articles 33 et 34 ci-dessus
doivent être reportées sur le registre prévu à l'article 52 de la
loi précitée n°84-21.
Outre sa durée de validité, chaque autorisation comporte
les mentions et informations prévues respectivement aux
articles 61 et 67 de la loi précitée n°84-21, selon le cas.",Indéterminé,"Fiscal=0, Social=0, Administratif=0",Environnement,False,
338,BO_7470_Fr,39,fr,"La demande de renouvellement de
l'autorisation d'activité de recherche scientifique aquacole,
prévue à l'article 64 de la loi précitée n°84-21, doit être déposée,
sous peine de rejet, six (6) mois, au moins, avant l'expiration
de sa durée de validité.
Le dossier de la demande ainsi qu'une note établie par
l'Agence sont adressés par celle-ci à l'autorité gouvernementale
chargée de la pêche maritime aux fins de l'établissement de
l'autorisation.
L'autorisation est transmise par l'Agence au demandeur,
par tout moyen faisant preuve de la réception, y compris par
voie électronique, dans un délai maximum de soixante (60)
jours, à compter de la date de dépôt de la demande.
La demande de renouvellement est déposée et instruite
selon les mêmes modalités que celles prévues aux articles 36
et 37 ci-dessus.
Tout rejet de la demande doit être motivé et notifié
à l'intéressé par tout moyen faisant preuve de réception, y
compris par voie électronique, dans le même délai indiqué
ci-dessus.",Pénal,"Pénal=1, Fiscal=0, Social=0",Environnement,False,
339,BO_7470_Fr,40,fr,"La demande de prorogation de validité de
l'autorisation d'activité d'aquaculture expérimentale, prévue à
l'article 67 de la loi précitée n°84-21, est établie par le titulaire
de l'autorisation concernée selon le modèle disponible auprès
des services de l'Agence et sur son site web. Elle est déposée,
y compris par voie électronique, contre récépissé, auprès du",Environnement,"Environnement=1, Fiscal=0, Social=0",Environnement,False,
340,BO_7470_Fr,43,fr,"L'autorisation d'activités d'aquaculture pour
la formation est établie selon le modèle fixé par arrêté de
l'autorité gouvernementale chargée de la pêche maritime.
service compétent de l'Agence.
Sous peine de rejet, cette demande doit être déposée,
trois (3) mois, au moins, avant l'expiration de la durée de
validité de l'autorisation concernée.
Outre sa durée de validité, l'autorisation comporte les
mentions et informations relatives à l'identité de son titulaire et
de la ferme aquacole concernée, les caractéristiques générales
de l'espace réservé aux activités de formation pratique ainsi
que les moyens humains et matériels mis en place pour assurer
la sécurité des personnes au cours de ladite formation pratique.
La demande doit être accompagnée de tout document
justifiant le motif de la prorogation demandée.
En cas d'acceptation, la décision de prorogation, établie
par l'autorité gouvernementale chargée de la pêche maritime,
est adressée par l'Agence au demandeur, par tout moyen
faisant preuve de la réception, y compris par voie électronique,
dans un délai maximum de trente (30) jours, à compter de la
date de dépôt de la demande.",Pénal,"Pénal=1, Environnement=1, Fiscal=0",Environnement,False,
341,BO_7470_Fr,44,fr,"S'il est constaté, suite à un contrôle effectué
conformément aux dispositions de l'article 15 ci-dessus, qu'une
ou plusieurs des conditions ayant permis la délivrance de
l'autorisation pour l'exercice d'activité d'aquaculture pour la
formation ne sont plus remplies, celle-ci est retirée.
La décision du retrait motivée de l'autorisation est
notifiée à l'intéressé par tout moyen faisant preuve de la
réception, y compris par voie électronique.
Tout refus de la prorogation doit être motivé et adressé
au demandeur dans le même délai indiqué au quatrième alinéa
ci-dessus.
Chapitre V
Section 2. – Autorisation d'activité d'aquaculture
Dispositions diverses et finales
pour la formation",Indéterminé,"Fiscal=0, Social=0, Administratif=0",Environnement,False,
342,BO_7470_Fr,45,fr,"En application des dispositions de l'article 78
de la loi précitée n°84-21, les catégories des personnels de
l'autorité gouvernementale chargée de la pêche maritime
habilités à rechercher et constater les infractions aux
dispositions de ladite loi et aux textes pris pour son application
et dresser les procès-verbaux y afférent sont fixées par arrêté
de cette autorité.",Pénal,"Pénal=2, Fiscal=0, Social=0",Pénal,False,
343,BO_7470_Fr,41,fr,"L'autorisation pour l'exercice d'activité
d'aquaculture pour la formation, visée à l'article 74 de la loi
précitée n°84-21, est délivrée par l'autorité gouvernementale
chargée de la pêche maritime, sur sa demande, au titulaire de
l'autorisation de ferme aquacole devant abriter les activités de
formation pratique.
Le demandeur doit s'engager à respecter les clauses
d'un cahier des charges, établi à cet effet, selon le modèle fixé
par arrêté de l'autorité gouvernementale chargée de la pêche
maritime.
Pour être habilités, lesdits agents doivent disposer de
connaissances et de compétences dans les domaines traités par
la loi précitée n°84-21 et les textes pris pour son application.
A cet effet, ils doivent avoir suivi une formation dans les
domaines de l'aquaculture marine et de la pêche maritime ainsi
qu'en matière de procédure judiciaire et de verbalisation, selon
le programme établi, à cet effet, par l'autorité gouvernementale
chargée de la pêche maritime.
La demande sus indiquée, établie selon le modèle
disponible auprès des services de l'Agence et sur son site web,
est déposée, contre récépissé, y compris par voie électronique,
auprès du service compétent de l'Agence.
Cette demande est accompagnée d'un dossier
comprenant, outre le cahier des charges sus indiqué, les
documents dont la liste est fixée par arrêté de l'autorité
gouvernementale chargée de la pêche maritime.",Environnement,"Environnement=2, Administratif=1, Fiscal=0",Environnement,False,
344,BO_7470_Fr,46,fr,"Dans l'exercice de leurs missions, les agents
mentionnés à l'article 45 ci-dessus doivent être munis et porter
de manière apparente, une carte professionnelle délivrée, à
cet effet, par l'autorité gouvernementale chargée de la pêche
maritime, permettant leur identification et celle du service
auquel ils sont rattachés.",Administratif,"Administratif=1, Fiscal=0, Social=0",Environnement,False,
345,BO_7470_Fr,42,fr,"Le service compétent de l'Agence procède à
un examen de la complétude du dossier de la demande.
Pour se prononcer sur la demande, l'Agence peut
effectuer une visite des installations de la ferme devant abriter
les activités de formation pratique.
La carte professionnelle sus indiquée est établie selon le
modèle fixé par arrêté de l'autorité gouvernementale chargée
de la pêche maritime.",Indéterminé,"Fiscal=0, Social=0, Administratif=0",Environnement,False,
346,BO_7470_Fr,47,fr,"La requête prévue à l'article 88 de la loi précitée
n°84-21 est déposée contre récépissé, par le contrevenant,
auprès de la délégation des pêches maritimes dans le ressort de
laquelle l'infraction a été constatée, dans un délai maximum de
sept (7) jours ouvrables, à compter de la date de l'établissement
du procès-verbal d'infraction.
4 - les modalités d'établissement du procès-verbal de
prélèvement d'échantillon prévu à l'article 82 de la loi précitée
n°84-21 ;
5 -  les modalités de destruction des produits de
l'aquaculture marine saisis, prévue à l'article 84 de la loi
précitée n°84-21 ;",Pénal,"Pénal=4, Fiscal=0, Social=0",Pénal,False,
347,BO_7470_Fr,48,fr,"Le montant de l'amende de transaction prévue
à l'article 88 de la loi précitée n°84-21 est fixé par décision de
l'autorité gouvernementale chargée de la pêche maritime.
6 - les modalités de tenue et de mise à jour, par le
titulaire de l'autorisation de ferme aquacole, du registre prévu
à l'article 52 de la loi précitée n°84-21, ainsi que les modalités
de sa consultation par les agents habilités visés à l'article 45
ci-dessus, les agents relevant de l'Agence et les agents relevant
de l'INRH.
Cette décision qui mentionne également l'identité du
contrevenant et la référence du procès-verbal de constatation
de l'infraction est notifiée au contrevenant par l'autorité
gouvernementale chargée de la pêche maritime dans le délai
prévu audit",Administratif,"Administratif=3, Pénal=3, Environnement=1",Pénal,False,
349,BO_7470_Fr,52,fr,"Le ministre de l'agriculture, de la pêche
maritime, du développement rural et des eaux et forêts est
chargé de l'exécution du présent décret qui sera publié au
Bulletin officiel.",Environnement,"Environnement=1, Fiscal=0, Social=0",Environnement,False,
350,BO_7470_Fr,49,fr,"En application des dispositions de l'article 30
de la loi précitée n° 84-21, l'accord autorisant la poursuite de
l'exploitation d'une ferme aquacole par un tiers, y compris le
titulaire d'une autre autorisation de ferme aquacole est délivré
par l'autorité gouvernementale chargée de la pêche maritime.
Fait à Rabat, le 1er rejeb 1447 (22 décembre 2025).
AZIZ AKHANNOUCH.
Pour contreseing :
La demande d'accord, établie par le titulaire de
l'autorisation concernée, selon le modèle disponible auprès
des services de l'Agence et sur son site web, est déposée, y
compris par voie électronique, contre récépissé, auprès du
service compétent de ladite Agence.
Le ministre de l'agriculture,
de la pêche maritime,
du développement rural
et des eaux et forêts,
AHMED EL BOUARI.
La demande est accompagnée d'un dossier contenant
les documents dont la liste est fixée par arrêté de l'autorité
gouvernementale chargée de la pêche maritime.
Arrêté de la ministre de l'économie et des finances n° 2412-25
du 21 rabii II 1447 (14 octobre 2025) fixant les règles
prudentielles relatives aux placements financiers du Fonds
Hassan II pour le développement économique et social.
Suite à l'instruction du dossier, l'Agence adresse le dossier
complet de la demande ainsi qu'une note établie par celle-ci à
l'autorité gouvernementale chargée de la pêche maritime, aux
fins de l'établissement de l'accord correspondant.
Cet accord est transmis par l'Agence au demandeur, par
tout moyen faisant preuve de la réception, y compris par voie
électronique, dans un délai maximum de soixante (60) jours
à compter de la date de dépôt de la demande.
LA MINISTRE DE L'ÉCONOMIE ET DES FINANCES,
Vu la loi n° 36-01 portant création du Fonds Hassan II
pour le développement économique et social promulguée
par le dahir n° 1-02-02 du 15 kaada 1422 (29 janvier 2002),
notamment son article 2 (b) ;
Tout rejet de la demande doit être motivé et adressé à
l'intéressé par tout moyen faisant preuve de la réception, y
compris par voie électronique, dans le même délai sus indiqué.
Vu le décret n° 2-02-93 du 27 hija 1422 (12 mars 2002)
pris en application de la loi n° 36-01 portant création du
Fonds Hassan II pour le développement économique et social,
notamment son article 3,",Environnement,"Environnement=3, Fiscal=0, Social=0",Environnement,False,
351,BO_7470_Fr,50,fr,"Les espèces halieutiques vivantes doivent être
transportées et étiquetées selon les modalités fixées par arrêté
de l'autorité gouvernementale chargée de la pêche maritime et
de l'autorité gouvernementale chargée de l'agriculture, compte
tenu des dispositions de la législation et de la réglementation
relative à la sécurité sanitaire des produits alimentaires.
ARRÊTE :",Environnement,"Environnement=2, Fiscal=0, Social=0",Environnement,False,
352,BO_7470_Fr,PREMIER,fr,"En application des dispositions de
l'article 2 (b) de la loi susvisée n°36-01, sont fixées comme suit
les règles prudentielles relatives aux placements financiers du
Fonds Hassan II pour le développement économique et social,
désigné ci-dessous « Fonds » qui se constituent sous forme :",Indéterminé,"Fiscal=0, Social=0, Administratif=0",Fiscal,False,
353,BO_7470_Fr,51,fr,"Sont fixés par arrêtés de l'autorité gouvernementale
chargée de la pêche maritime :
1 - les modalités de la déclaration de vacance de ferme
aquacole prévue à l'article 38 de la loi précité n°84-21 ;
1) d'au moins 70% des :
a) bons de trésor ;
2 - les modèles des demandes prévues au présent décret ;
b) obligations bénéficiant de la garantie de l'Etat ou de la
garantie de la société nationale de garantie et du financement
de l'entreprise ;
3 - le modèle du procès-verbal d'infraction prévu à
l'article 81 de la loi précitée n°84-21 ;
Arrêté conjoint de la ministre de l'économie et des finances
c) titres émis par les organismes de placement collectif
en valeurs mobilières (OPCVM) dont les éléments d'actifs sont
constitués de bons du Trésor ou d'obligations bénéficiant de
la garantie de l'Etat ou de la garantie de la société nationale
de garantie et du financement de l'entreprise ;
et du ministre de l'industrie et du commerce n° 2481-25
du 29 rabii II 1447 (22 octobre 2025) fixant la liste des
services liés aux activités autorisées à s'implanter dans la
Zone d'accélération industrielle Betoya.
d) titres émis par les organismes de placement collectif,
y compris les certificats Sukuk émis par les fonds de
placements collectifs en titrisation (FPCT) ou les titres émis
par les organismes de placement collectif immobilier (OPCI),
à condition que l'État soit l'initiateur de la constitution de
l'organisme et que la détermination et la gestion des risques
encourus par les placements dans ces titres soient similaires
aux placements en bons du Trésor ou en obligations bénéficiant
de la garantie de l'État ou de la garantie de la société nationale
de garantie et du financement de l'entreprise.
LA MINISTRE DE L'ÉCONOMIE ET DES FINANCES,
ET LE MINISTRE DE L'INDUSTRIE ET DU COMMERCE,
Vu la loi n° 19-94 relative aux zones d'accélération
industrielle promulguée par le dahir n° 1-95-1 du 24 chaabane
1415 (26 janvier 1995), telle qu'elle a été modifiée, notamment
ses articles 2 et 3 ;
Vu le décret n° 2-95-562 du 19 rejeb 1416 (12 décembre
1995) pris pour l'application de la loi n° 19-94 relative aux zones
d'accélération industrielle, notamment son article 2 ;
Les opérations de pension et/ou de prêt de titres
ne peuvent se réaliser que dans la limite de 10% de l'ensemble
des titres prévus par le présent paragraphe.
Vu le décret n° 2-09-684 du 30 rabii I 1431 (17 mars 2010)
portant création de la zone d'accélération industrielle Betoya,
tel qu'il a été modifié et complété notamment son article 4 ;
Les bons du Trésor ou les titres d'OPCVM dont l'objet
de leur placement concerne des bons du Trésor, doivent
constituer 35% de l'ensemble des placements prévus par le
présent paragraphe.
Sur proposition de la commission nationale des zones
d'accélération industrielle,
ARRÊTENT :",Commercial,"Commercial=8, Pénal=2, Social=1",Fiscal,False,
354,BO_7470_Fr,PREMIER,fr,"La liste des services liés aux activités
autorisées à s'implanter dans la zone d'accélération industrielle
de Betoya prévue dans l'article 4 du décret n°2-09-684
susvisé, est fixé comme suit :
2) d'au plus de 30% :
– des instruments financiers définis au paragraphe 1) de
l'article 2 de la loi n° 44-12 relative à l'appel public à
l'épargne et aux informations exigées des personnes
morales et organismes faisant appel public à l'épargne ;
– Services de communication, de marketing, de
certification et de promotion qui permettraient aux
investisseurs installés dans la zone d'accélération
industrielle d'améliorer leur capacité de pénétration
des marchés ;
– et de titres d'organismes de placement collectif
immobilier (OPCI).",Indéterminé,"Fiscal=0, Social=0, Administratif=0",Fiscal,False,
355,BO_7470_Fr,2,fr,"A l'exception des fonds placés sous forme de
bons du Trésor, des pourcentages maximums des placements
financiers par émetteur ou groupe d'émetteurs peuvent être
fixés par le directoire du Fonds.
– Services de maintenance et d'entretien des équipements
des unités industrielles et des locaux ;
– Services de recyclage et de valorisation des déchets
produits par les acteurs ;",Environnement,"Environnement=1, Fiscal=0, Social=0",Fiscal,False,
356,BO_7470_Fr,3,fr,"Les placements financiers et les opérations
visés à l'article premier ci-dessus doivent tenir compte des
– Services de peinture de surfaces, de coupe et de
lamination dans la zone d'accélération industrielle ;
engagements du Fonds et être suffisamment diversifiés pour lui
permettre de se prémunir contre une concentration des risques.
– Entretien du site et de ses installations (espaces publics) ;
–  Gestion des parkings (sous-terrain et surface) à",Indéterminé,"Fiscal=0, Social=0, Administratif=0",Fiscal,False,
357,BO_7470_Fr,4,fr,"Est abrogé l'arrêté du ministre de l'économie,
des finances et de la réforme de l'administration n°2873-19 du
22 safar 1441 (21 octobre 2019) fixant les règles prudentielles
relatives aux placements financiers du Fonds Hassan II pour
le développement économique et social.
l'intérieur de la zone d'accélération industrielle ;
– Etablissements d'assistance technique et de formation,
réservés exclusivement au personnel des entreprises
installées à l'intérieur de la zone d'accélération
industrielle ;",Administratif,"Administratif=1, Commercial=1, Fiscal=0",Fiscal,False,
358,BO_7470_Fr,5,fr,"Le présent arrêté est publié au Bulletin officiel.
– Centres d'exposition réservés aux biens d'équipement et
Rabat, le 21 rabii II 1447 (14 octobre 2025).
produits des sociétés installées à l'intérieur de la zone
d'accélération industrielle ;
NADIA FETTAH.
– Centres d'affaires fournissant des plateaux bureaux,
– Services de manutention des marchandises et de
des services de télécommunication, secrétariat,
reprographie et salles de réunions à destination
des sociétés en cours d'installation dans la zone
d'accélération industrielle ;
transport du personnel des entreprises installées dans
ladite zone ;
– Service de médecine de travail ;
– Les activités de commerce de biens d'équipement,
– Service ambulancier sur zone ;
outillage, petit matériel, pièces de rechanges destinées
aux unités industrielles de la zone ;
– Services postaux ;
– Services bancaires ;
– Services d'externalisation de fonctions administratives
et financières pour les entreprises installées dans la zone
d'accélération industrielle ;
– Service de transport terrestre ;
– Service de réparation et nettoyage de conteneurs ;
– Activités immobilières d'aménagement des lots
industriels, de construction des locaux industriels et
de plateaux bureaux pour les entreprises industrielles et
de services sous toutes les formes de mise à disposition
possibles (leasing, location, vente) ;
– Service d'empotage/dépotage spécialisés (les marchandises
réfrigérés, dangereux, vacs solides/liquides) ;
– Assurances et courtiers maritimes ;
– Centres privés de formation maritime-portuaire ;
– Services de conseil à l'agencement, à l'ameublement
des plateaux bureaux, de déménagement et aide à
l'installation ;
– Services de contrôle utilisant la plongée sous-marine ;
– Activités de consignataire maritime ;
– Services d'accompagnement des entreprises à la
certification et à l'installation des systèmes de
management de la qualité ;
– Services de manutention portuaire, de chargement et
de déchargement des navires, y compris les opérations
– Activités de logistique, de magasinage, d'entreposage
de transbordement ;
et de stockage ;
– Services de stockage et d'entreposage des marchandises
– Activités de pointage, de pesage et d'acheminement des
en zone portuaire, y compris les hydrocarbures et
marchandises ;
produits dangereux conformément à la réglementation
– Ingénierie et bureaux d'études techniques ;
en vigueur ;
–  Travaux d'aménagement des zones d'activités
– Services aux navires : pilotage, remorquage, amarrage,
industrielles, logistiques et de stockage des produits
énergiques ;
soutage et avitaillement en carburant et en vivres,
collecte, traitement, gestion et évacuation des déchets
– Travaux d'infrastructures et de superstructures
et résidus des navires ;
portuaires ;
– Services de réparation navale et d'entretien des
– Travaux d'informatique, de bureautique et de tirage
de plans ;
embarcations ;
– Laboratoires d'essais, de métrologie, de contrôle,
– Services logistiques liés au transport maritime ;
d'analyses de matières premières de produits finis ou
semi-finis utilisés ou produits par les unités installées
dans la zone d'accélération industrielle ;
Plus généralement, tous les services liés aux navires et
à la marchandise dans le port.
– Services de sécurité du site : télésurveillance et",Environnement,"Environnement=16, Commercial=8, Urbain=3",Fiscal,False,
359,BO_7470_Fr,2,fr,"Le présent arrêté conjoint sera publié au
vidéosurveillance dans la zone d'accélération
industrielle, gardiennage et contrôle des entrées/sorties
du site et des installations des entreprises ;
Bulletin officiel.
Rabat, le 29 rabii II 1447 (22 octobre 2025).
– Services de gestion des infrastructures de secours ;
La ministre de l'économie
Le ministre de l'industrie et
et des finances,
NADIA FETTAH.
du commerce,
RYAD MEZZOUR.
– Services de restauration au profit du personnel des
entreprises installées dans ladite zone ;
Arrêté de la ministre de l'économie et des finances n° 2889-25",Commercial,"Commercial=3, Fiscal=0, Social=0",Commercial,False,
360,BO_7470_Fr,2,fr,"Le présent arrêté, qui prend effet à compter du
1er janvier 2026, est publié au Bulletin officiel.
du 19 joumada II 1447 (10 décembre 2025) modifiant et
complétant l'arrêté du ministre délégué auprès du premier
ministre, chargé des affaires économiques et générales
n° 1964-06 du 20 rejeb 1427 (15 août 2006) fixant les prix
et les marges commerciales maxima du sucre raffiné à tous
les échelons de la commercialisation.
Rabat, le 19 joumada II 1447 (10 décembre 2025).
NADIA FETTAH.
Le texte en langue arabe a été publié dans l'édition générale du
« Bulletin officiel » n° 7469 du 8 rejeb 1447 (29 décembre 2025).
LA MINISTRE DE L'ÉCONOMIE ET DES FINANCES,
Vu la loi de finances n°55-23 pour l'année budgétaire
2024 promulguée par le dahir n° l-23-91 du 30 joumada I 1445
(14 décembre 2023) ;
Arrêté de la ministre de l'économie et des finances n° 2927-25
du 27 joumada II 1447 (18 décembre 2025) modifiant et
complétant l'arrêté du ministre délégué auprès du Chef
du gouvernement, chargé des affaires générales et de la
gouvernance n° 771-13 du 18 rabii II 1434 (1er mars 2013)
relatif à l'homologation des prix de vente au public des
tabacs manufacturés.
Vu le décret n° 2-14-652 du 8 safar 1436 (1er décembre
2014) pris pour l'application de la loi n° 104-12 sur la liberté
des prix et de la concurrence tel qu'il a été modifié et complété,
et notamment son article 3 ;
Vu le décret n° 2-21-829 du 14 rabii I 1443 (21 octobre
2021) relatif aux attributions de la ministre de l'économie et
des finances ;
Vu l'arrêté du ministre délégué auprès du chef
du gouvernement chargé des affaires générales et de la
gouvernance n°1899-15 du 13 chaabane 1436 (1er juin 2015)
fixant la liste des biens, produits et services dont les prix sont
réglementés, tel que complété ;
LA MINISTRE DE L'ÉCONOMIE ET DES FINANCES,
Vu le décret n° 2-03-199 du 20 rabii I 1424 (22 mai 2003)
pris pour l'application de la loi n° 46-02 relative au régime des
tabacs bruts et des tabacs manufacturés, tel qu'il a été modifié
et complété par le décret n° 2-17-642 ;
Vu l'arrêté du ministre délégué auprès du premier ministre,
chargé des affaires économiques et générales n° 1964-06
du 20 rejeb 1427 (15 août 2006) fixant les prix et les marges
commerciales maxima du sucre raffiné à tous les échelons de la
commercialisation tel qu'il a été modifié et complété ;
Vu le décret n° 2-21-829 du 14 rabii I 1443 (21 octobre
2021) relatif aux attributions de la ministre de l'économie et
des finances ;
Après avis de la commission interministérielle des prix,
Vu l'arrêté du ministre délégué auprès du Chef
du gouvernement, chargé des affaires générales et de la
gouvernance n° 771-13 du 18 rabii II 1434 (1er mars 2013)
relatif à l'homologation des prix de vente au public des tabacs
manufacturés, tel qu'il a été modifié et complété ;
ARRÊTE :",Environnement,"Environnement=6, Commercial=2, Fiscal=0",Commercial,False,
361,BO_7470_Fr,PREMIER,fr,"L'article premier de l'arrêté visé
ci-dessus n° 1964-06 du 20 rejeb 1427 (15 août 2006) fixant
les prix et les marges commerciales maxima du sucre raffiné
à tous les échelons de la commercialisation est modifié et
complété comme suit :
Après avis de la commission chargée de l'homologation
des prix des produits de tabac manufacturé,
«",Indéterminé,"Fiscal=0, Social=0, Administratif=0",Commercial,False,
362,BO_7470_Fr,premier,fr,"Les prix de vente maxima du sucre
« raffiné sortie usine, sont fixés comme suit :
ARRÊTE :
Présentation
Prix
 en dh/kg
Conditionnement",Commercial,"Commercial=1, Fiscal=0, Social=0",Commercial,False,
363,BO_7470_Fr,PREMIER,fr,"A compter du 1er janvier 2026,
les nouveaux prix de vente au public des produits de tabac
manufacturé, figurant au tableau annexé à l'arrêté susvisé
n° 771-13 du 18 rabii II 1434 (1er mars 2013), sont homologués
conformément à l'annexe jointe au présent arrêté.
Pains de 2 kilos.
5,1484
Habillés sous papier en sacs en caisses
carton emballages perdus
Coupés.
5,1484
En boites carton d'un kilo mises en
fardeau de 5 kilos sous papier
Granulé en poudre
titrant au moins
99, 5°
4,2335
En sacs perdus de 50 Kg.",Environnement,"Environnement=3, Commercial=1, Fiscal=0",Commercial,False,
364,BO_7470_Fr,2,fr,"Le présent arrêté sera publié au Bulletin officiel.
Rabat, le 27 joumada II 1447 (18 décembre 2025).
Granulé en poudre.
4,2910
Présenté en sachet de 5 kg.
NADIA FETTAH.
Granulé en poudre.
4,2951
Présenté en sachet de 2 kg.
*
Granulé en poudre.
4,3363
Présenté en sachet de 1 kg.
*
*
(La suite sans modification.)
Annexe n° 1
Liste des nouveaux prix de vente au public
Camel Lights
36,00
Camel Filters Limited Edition
36,00
des produits de tabac manufacturé
homologué à compter du 1er janvier 2026
Camel Lights Limited Edition
36,00
Marlboro Red Beyond
41,50
PRIX
PUBLIC
(EN DHS)
LIBELLE
Marlboro Beyond Blue
41,50
Marlboro Sol Shuffle KS
41,50
Cigarettes brunes
Marlboro Red Ks Soft Pack
38,00
Casa
31,00
Marlboro Touch Blue
34,00
Cigarettes blondes
Marlboro Touch
34,00
Majestic
35,00
Marlboro Red KS
39,50
Cesar
32,00
Marlboro Gold KS
39,50
Rif
33,00
Chesterfield I
29,00
Glamour Menthol
41,00
Chesterfield Rich
29,00
Glamour Pinks
41,00
Chesterfield Blue
29,00
Fortuna Blue
29,00
Chesterfield Intense
29,00
Fortuna Red
29,00
Chesterfield I (25.cig)
36,00
Fortuna Edicion Limitada
29,00
Chesterfield I(40.cig)
58,00
Fortuna Intense
29,00
Chesterfield I (100.cig)
145,00
Fortuna Mix
29,00
Chesterfield Intense Soft Pack
28,00
Marquise FF
29,00
L&M Lights
30,00
Marquise Gold Medium
29,00
L&M FF
30,00
Marquise Lights
29,00
L&M Intense
30,00
Marquise Classic
30,00
L&M Red Soft Pack
28,00
Marquise Intense
29,00
Signature Red
28,00
Marvel
31,00
Signature Light
28,00
LD Classic
28,00
LD Lights
28,00
Le texte en langue arabe a été publié dans l'édition générale du
Camel Silver
36,00
Camel Filters
36,00
« Bulletin officiel » n° 7469 du 8 rejeb 1447 (29 décembre 2025).
TEXTES PARTICULIERS
Arrêté conjoint du ministre délégué auprès de la ministre de
Considérant la convention de création et d'exploitation
de ferme aquacole n° 2025/DOE/550 signée le 6 joumada I 1447
(29 octobre 2025) entre la société « BRAIKA AQUACULTURE
Sarl AU  » et la secrétaire d'Etat auprès du ministre de
l'agriculture, de la pêche maritime, du développement rural
et des eaux et forêts, chargée de la pêche maritime et approuvée
par le ministre délégué auprès de la ministre de l'économie et
des finances, chargé du budget,
l'économie et des finances, chargé du budget et de la
secrétaire d'Etat auprès du ministre de l'agriculture,
de la pêche maritime, du développement rural et des
eaux et forêts, chargée de la pêche maritime n° 2861-25
du 25 joumada II 1447 (16 décembre 2025) autorisant la
société « BRAIKA AQUACULTURE Sarl AU » pour la
création et l'exploitation d'une ferme aquacole dénommée
« Braika Aquaculture Tiniguir » et portant publication de
l'extrait de la convention y afférente.
ARRÊTENT :",Environnement,"Environnement=5, Commercial=3, Fiscal=0",Commercial,False,
365,BO_7470_Fr,PREMIER,fr,"La société «  BRAIKA
AQUACULTURE Sarl AU », immatriculée au registre de
LE MINISTRE DÉLÉGUÉ AUPRÈS DE LA MINISTRE DE
commerce de Dakhla sous le numéro 21515 est autorisée à créer
et exploiter, dans les conditions fixées par la convention de
création et d'exploitation de ferme aquacole n° 2025/DOE/550
signée le 6 joumada I 1447 (29 octobre 2025) entre ladite société
et la secrétaire d'Etat auprès du ministre de l'agriculture, de la
pêche maritime, du développement rural et des eaux et forêts,
chargée de la pêche maritime, une ferme aquacole dénommée
« Braika Aquaculture Tiniguir » pour l'élevage, au niveau de
L'ÉCONOMIE ET DES FINANCES, CHARGÉ DU BUDGET,
LA SECRÉTAIRE D'ETAT AUPRÈS DU MINISTRE DE
L'AGRICULTURE, DE LA PÊCHE MARITIME, DU
DÉVELOPPEMENT RURAL ET DES EAUX ET FORÊTS,
CHARGÉE DE LA PÊCHE MARITIME,
Vu le dahir portant loi n° 1-73-255 du 27 chaoual 1393
(23 novembre 1973) formant règlement sur la pêche maritime,
tel que modifié et complété, notamment ses articles 28 et 28-1 ;
la Baie de Dakhla, des espèces halieutiques suivantes  :
Vu le décret n° 2-08-562 du 13 hija 1429 (12 décembre 2008)
fixant les conditions et les modalités de délivrance
et de renouvellement des autorisations d'établissement
de pêche maritime, tel que modifié et complété, notamment
ses articles 7, 7 bis et 9 ;
– l'huître creuse « Crassostrea gigas » ;
– la moule des espèces « Mytilus galloprovincialis » et
« Perna perna ».",Environnement,"Environnement=5, Commercial=3, Fiscal=0",Environnement,False,
